order_id,origin_id,origin_lat,origin_lng,dest_id,dest_lat,dest_lng,trip_distance,start_time,origin_grid_id,dest_grid_id,itinerary_node_list,itinerary_segment_dis_list,trip_time,designed_reward,cancel_prob,selected_mode,mode_prob_SAV,mode_prob_Taxi,mode_prob_Metro,mode_prob_Bus,trip_cost,trip_travel_time,trip_waiting_time,user_gender,user_age,user_income,user_education,user_household_size,user_car_ownership,user_pt_accessibility,user_shared_mobility_freq,user_av_experience,user_sm_experience,user_sm_willingness,user_major,user_region,Gender_encoded,Age_encoded,Income_encoded,Education_encoded,Household_Size_encoded,Car_Ownership_encoded,PT_Accessibility_encoded,Shared_Mobility_Frequency_encoded,AV_Experience_encoded,SM_Experience_encoded,SM_Willingness_encoded,Major_encoded,Region_encoded,source_scenario
1888,599330,22.2886452,114.1419558,605326,22.2772319,114.130962,1.7000447135252728,30228,43,43,"[599330, 605326]",[1.70],113.33631423501818,16.7,0.05,SAV,0.5689,0.1347,0.2304,0.066,40,16,5,Male,Under 18,$19800??31100,High school or below,1,Yes,High,Never,Yes,Yes,No,Engineering/Architecture,Hong Kong Island,1,16,25450,1,1,1,3,0,1,1,0,1,1,Scenario_4.4
1889,603994,22.3151489,114.2103218,603223,22.3500093,114.1181633,10.906472632584318,24556,54,45,"[603994, 603223]",[10.91],727.0981755056213,81.71,0.05,SAV,0.39,0.1399,0.3153,0.1548,40,16,5,Male,18-24,$19800??31100,Bachelor's degree,1,Yes,Medium,Rarely,No,No,Yes,Arts/Humanities,Sha Tin,1,21,25450,3,1,1,2,1,0,0,1,5,7,Scenario_4.4
1890,601469,22.3048121,114.1834191,605204,22.3883314,113.9804802,22.84403450868414,33991,54,25,"[601469, 605204]",[22.84],1522.935633912276,137.68,0.05,SAV,0.2008,0.1144,0.3552,0.3296,20,7,3,Female,18-24,Less than $10400,Bachelor's degree,4,No,Medium,Rarely,Yes,No,Yes,Arts/Humanities,Hong Kong Island,0,21,5200,3,4,0,2,1,1,0,1,5,1,Scenario_4.3
1891,609403,22.4176389,114.2123984,606928,22.3780536,114.0079376,21.475805408436507,27086,56,25,"[609403, 606928]",[21.48],1431.7203605624338,163.97,0.05,SAV,0.3737,0.1843,0.3032,0.1389,40,16,5,Male,18-24,$19800??31100,Bachelor's degree,2,Yes,High,Rarely,Yes,No,Yes,Arts/Humanities,Kowloon,1,21,25450,3,2,1,3,1,1,0,1,5,2,Scenario_4.4
1892,603995,22.3241163,114.2027789,606178,22.2652253,113.9964593,31.64801661572422,35114,54,23,"[603995, 606178]",[31.65],2109.8677743816147,231.03,0.05,SAV,0.1715,0.2492,0.3518,0.2275,50,35,3,Male,45-54,$10400??14300,Bachelor's degree,4,Yes,High,Never,Yes,Yes,No,Business/Finance,Kowloon,1,49,12350,3,4,1,3,0,1,1,0,2,2,Scenario_4.2
1893,600914,22.2947867,114.1724276,606516,22.3264855,114.1685278,3.5475025476098736,21678,53,54,"[600914, 606516]",[3.55],236.50016984065823,25.75,0.05,SAV,0.2856,0.0627,0.4719,0.1797,240,40,10,Female,35-44,Less than $10400,High school or below,2,No,Medium,Often,Yes,No,Yes,Engineering/Architecture,New Territories East,0,39,5200,1,2,0,2,3,1,0,1,1,3,Scenario_4.1
1894,609757,22.4753366,114.225428,607673,22.3828672,114.1919458,10.84276087637534,30505,67,55,"[609757, 607673]",[10.84],722.8507250916894,83.41,0.05,SAV,0.1509,0.1449,0.3119,0.3923,50,35,3,Male,18-24,$10400??14300,Bachelor's degree,4,Yes,Medium,Rarely,Yes,No,Yes,Arts/Humanities,Hong Kong Island,1,21,12350,3,4,1,2,1,1,0,1,5,1,Scenario_4.2
1895,604137,22.3144406,114.1612376,608880,22.3319545,114.1753838,2.4310293366273803,28269,54,54,"[604137, 608880]",[2.43],162.06862244182537,21.59,0.05,SAV,0.1995,0.1405,0.2856,0.3744,240,40,10,Female,35-44,$14300??19800,Some college/Associate,3,Yes,Medium,Never,Yes,No,Yes,Engineering/Architecture,New Territories West,0,39,17050,2,3,1,2,0,1,0,1,1,4,Scenario_4.1
1896,608869,22.4737918,114.2311766,613617,22.3147347,114.2100356,26.669971701387965,35245,67,54,"[608869, 613617]",[26.67],1777.9981134258642,199.74,0.05,SAV,0.2114,0.3393,0.2172,0.2321,50,35,3,Female,45-54,$31100??48500,Bachelor's degree,4,Yes,High,Never,Yes,No,Yes,Science/Technology,Kowloon,0,49,39800,3,4,1,3,0,1,0,1,4,2,Scenario_4.2
1897,605266,22.3670348,114.1176758,617341,22.2810552,114.1771786,11.351816112239476,23965,45,53,"[605266, 617341]",[11.35],756.7877408159651,88.12,0.05,SAV,0.2856,0.1071,0.4435,0.1637,50,35,3,Male,35-44,$10400??14300,Bachelor's degree,4,No,Medium,Very often,Yes,Yes,Yes,Engineering/Architecture,Sha Tin,1,39,12350,3,4,0,2,4,1,1,1,1,7,Scenario_4.2
1898,605323,22.4307344,114.2582071,609032,22.5560857,114.1626793,17.046888975437103,22832,66,59,"[605323, 609032]",[17.05],1136.4592650291402,124.24,0.05,SAV,0.2561,0.1252,0.2098,0.4088,20,7,3,Female,25-34,$14300??19800,Graduate degree,4,Yes,Low,Often,No,Yes,Yes,Other,Kowloon,0,29,17050,4,4,1,1,3,0,1,1,6,2,Scenario_4.3
1899,605681,22.3882824,114.2023743,614914,22.3919228,114.1969315,0.6906479765297415,28585,55,55,"[605681, 614914]",[0.69],46.04319844,9.75,0.05,SAV,0.2203,0.2161,0.2306,0.333,240,40,10,Female,55-64,$19800??31100,Some college/Associate,3,Yes,High,Rarely,Yes,Yes,Yes,Science/Technology,Kowloon,0,59,25450,2,3,1,3,1,1,1,1,4,2,Scenario_4.1
1900,611087,22.4783262,114.0480459,613875,22.4747672,114.0608346,1.3723147045301989,22243,37,37,"[611087, 613875]",[1.37],91.48764696867993,13.81,0.05,SAV,0.2712,0.1227,0.2862,0.3199,240,40,10,Male,25-34,$14300??19800,High school or below,2,Yes,High,Rarely,Yes,Yes,Yes,Science/Technology,New Territories East,1,29,17050,1,2,1,3,1,1,1,1,4,3,Scenario_4.1
1901,610842,22.4503804,114.1641254,610504,22.5165683,114.0736221,11.858735479983393,21957,57,38,"[610842, 610504]",[11.86],790.5823653322261,92.32,0.05,SAV,0.4204,0.1022,0.3281,0.1493,50,35,3,Male,25-34,$10400??14300,Some college/Associate,2,Yes,Medium,Often,Yes,Yes,Yes,Business/Finance,Kowloon,1,29,12350,2,2,1,2,3,1,1,1,2,2,Scenario_4.2
1902,608883,22.4953486,114.1241919,615188,22.4446016,114.0251652,12.642217833776563,28138,47,36,"[608883, 615188]",[12.64],842.8145222517709,91.58,0.05,SAV,0.5526,0.0955,0.2367,0.1152,40,16,5,Male,18-24,$19800??31100,Some college/Associate,1,Yes,Medium,Often,No,Yes,Yes,Science/Technology,Sha Tin,1,21,25450,2,1,1,2,3,0,1,1,4,7,Scenario_4.4
1903,610272,22.2847331,114.2135542,612884,22.3165802,114.1894149,8.546150365198184,35390,53,54,"[610272, 612884]",[8.55],569.7433577,78.23,0.05,SAV,0.6693,0.1411,0.1441,0.0456,40,16,5,Female,25-34,$48500 or more,Bachelor's degree,1,Yes,Medium,Often,No,No,Yes,Science/Technology,New Territories West,0,29,60000,3,1,1,2,3,0,0,1,4,4,Scenario_4.4
1904,606140,22.3350293,114.2041351,615945,22.2368039,113.9490259,37.59508330342145,28773,54,22,"[606140, 615945]",[37.60],2506.338886894763,253.33,0.05,SAV,0.4396,0.1103,0.3551,0.0951,240,40,10,Female,25-34,$31100??48500,Bachelor's degree,1,No,Medium,Rarely,No,No,No,Science/Technology,Hong Kong Island,0,29,39800,3,1,0,2,1,0,0,0,4,1,Scenario_4.1
1905,613615,22.3250746,114.1745225,620322,22.3847947,113.9707679,27.552211244271025,29278,54,25,"[613615, 620322]",[27.55],1836.8140829514016,197.09,0.05,SAV,0.3508,0.179,0.3127,0.1575,50,35,3,Female,35-44,$31100??48500,Some college/Associate,2,No,High,Never,No,No,Yes,Arts/Humanities,New Territories East,0,39,39800,2,2,0,3,0,0,0,1,5,3,Scenario_4.2
1906,607253,22.2864527,114.2003249,620045,22.3222277,114.1773066,4.629468516563635,23073,53,54,"[607253, 620045]",[4.63],308.63123443757564,48.17,0.05,SAV,0.5147,0.2457,0.1751,0.0645,50,35,3,Female,35-44,$48500 or more,Bachelor's degree,2,Yes,Medium,Rarely,Yes,No,Yes,Engineering/Architecture,Kowloon,0,39,60000,3,2,1,2,1,1,0,1,1,2,Scenario_4.2
1907,611762,22.3050707,114.1833285,618775,22.3645757,114.0230362,11.88206543473468,31787,54,35,"[611762, 618775]",[11.88],792.1376956489786,90.57,0.05,SAV,0.2912,0.2553,0.2773,0.1763,40,16,5,Female,35-44,$31100??48500,Bachelor's degree,3,No,Low,Sometimes,Yes,No,Yes,Other,Hong Kong Island,0,39,39800,3,3,0,1,2,1,0,1,6,1,Scenario_4.4
1908,615601,22.3729329,114.177655,612494,22.3148788,114.2256523,8.126416971,29981,55,64,"[615601, 612494]",[8.13],541.7611313747767,72.52,0.05,SAV,0.6006,0.1759,0.1944,0.0291,50,35,3,Female,45-54,$48500 or more,Bachelor's degree,1,No,High,Rarely,No,Yes,No,Social Sciences,Kowloon,0,49,60000,3,1,0,3,1,0,1,0,3,2,Scenario_4.2
1909,614593,22.4426904,114.1474731,617434,22.2826418,114.1718706,17.97256354698171,35983,46,53,"[614593, 617434]",[17.97],1198.170903132114,137.26,0.05,SAV,0.4653,0.0974,0.3505,0.0868,40,16,5,Female,25-34,$14300??19800,Bachelor's degree,3,No,High,Often,Yes,No,Yes,Business/Finance,Kowloon,0,29,17050,3,3,0,3,3,1,0,1,2,2,Scenario_4.4
1910,606726,22.4405026,114.1227104,616489,22.2570468,114.1371858,30.384914543332112,32674,46,43,"[606726, 616489]",[30.38],2025.6609695554741,212.96,0.05,SAV,0.2451,0.1292,0.3516,0.2741,50,35,3,Male,18-24,$19800??31100,Graduate degree,4,Yes,Medium,Rarely,No,No,Yes,Engineering/Architecture,Hong Kong Island,1,21,25450,4,4,1,2,1,0,0,1,1,1,Scenario_4.2
1911,608118,22.4488024,114.1667309,615671,22.3805567,114.1992974,13.527463492069087,30367,56,55,"[608118, 615671]",[13.53],901.8308994712723,102.67,0.05,SAV,0.5275,0.1395,0.2456,0.0875,40,16,5,Female,35-44,$19800??31100,Bachelor's degree,3,No,High,Sometimes,Yes,Yes,Yes,Engineering/Architecture,Tsuen Wan,0,39,25450,3,3,0,3,2,1,1,1,1,9,Scenario_4.4
1912,615784,22.4595133,114.0055051,621497,22.4138418,113.9678932,11.023752074765532,31211,27,26,"[615784, 621497]",[11.02],734.9168049843688,80.25,0.05,SAV,0.1872,0.1417,0.5354,0.1357,20,7,3,Male,45-54,$14300??19800,Bachelor's degree,1,No,Medium,Never,No,No,Yes,Science/Technology,Hong Kong Island,1,49,17050,3,1,0,2,0,0,0,1,4,1,Scenario_4.3
1913,610875,22.2755514,114.1524718,620403,22.511056,114.1802707,26.34241346360913,35335,53,58,"[610875, 620403]",[26.34],1756.160897573942,186.57,0.05,SAV,0.1598,0.1561,0.3109,0.3732,40,16,5,Female,35-44,$14300??19800,Bachelor's degree,3,No,Low,Never,No,No,Yes,Other,New Territories East,0,39,17050,3,3,0,1,0,0,0,1,6,3,Scenario_4.4
1914,610532,22.3775497,114.1739583,618388,22.4355501,114.0002761,15.470083599146921,31463,55,26,"[610532, 618388]",[15.47],1031.3389066097948,133.1,0.05,SAV,0.5137,0.1962,0.2581,0.032,40,16,5,Male,35-44,$48500 or more,Some college/Associate,1,Yes,Medium,Often,No,No,No,Engineering/Architecture,New Territories East,1,39,60000,2,1,1,2,3,0,0,0,1,3,Scenario_4.4
1915,607948,22.4271595,114.2004537,614134,22.3041724,114.294438,16.745789957071878,33450,56,74,"[607948, 614134]",[16.75],1116.385997138125,123.05,0.05,SAV,0.2816,0.1274,0.4071,0.1839,20,7,3,Male,25-34,$14300??19800,Some college/Associate,2,Yes,High,Never,No,No,Yes,Engineering/Architecture,Kowloon,1,29,17050,2,2,1,3,0,0,0,1,1,2,Scenario_4.3
1916,617857,22.3002205,114.1685581,619565,22.3297353,114.1543973,3.5906517018891426,24312,54,54,"[617857, 619565]",[3.59],239.37678012594284,28.68,0.05,SAV,0.1674,0.2782,0.2128,0.3416,40,16,5,Male,35-44,$19800??31100,Bachelor's degree,4,Yes,Medium,Never,Yes,Yes,Yes,Science/Technology,Hong Kong Island,1,39,25450,3,4,1,2,0,1,1,1,4,1,Scenario_4.4
1917,612372,22.3788294,114.2576391,618658,22.3017592,114.1856088,8.419516027513852,23358,65,54,"[612372, 618658]",[8.42],561.3010685009234,66.09,0.05,SAV,0.2632,0.2283,0.3519,0.1566,40,16,5,Female,35-44,$19800??31100,High school or below,3,No,Medium,Rarely,Yes,No,No,Science/Technology,New Territories East,0,39,25450,1,3,0,2,1,1,0,0,4,3,Scenario_4.4
1918,615918,22.3195863,114.1705858,617964,22.3055167,114.1828292,2.0084391204592653,26049,54,54,"[615918, 617964]",[2.01],133.8959414,18.01,0.05,SAV,0.3568,0.1735,0.2261,0.2436,50,35,3,Female,35-44,$14300??19800,Some college/Associate,3,Yes,High,Never,Yes,Yes,Yes,Business/Finance,New Territories East,0,39,17050,2,3,1,3,0,1,1,1,2,3,Scenario_4.2
1919,616408,22.3140009,113.9595331,617404,22.4498732,114.0210123,16.16570918979487,34855,24,36,"[616408, 617404]",[16.17],1077.713945986325,149.91,0.05,SAV,0.5017,0.2371,0.2397,0.0215,20,7,3,Female,45-54,$48500 or more,Bachelor's degree,1,No,Medium,Often,Yes,No,No,Science/Technology,Tuen Mun,0,49,60000,3,1,0,2,3,1,0,0,4,8,Scenario_4.3
1920,610183,22.3385122,114.1963703,618006,22.2802777,114.1292574,9.465517628464761,33054,54,43,"[610183, 618006]",[9.47],631.0345085643173,74.25,0.05,SAV,0.5147,0.1401,0.2621,0.0831,240,40,10,Female,25-34,$31100??48500,Bachelor's degree,2,Yes,Medium,Often,Yes,No,No,Business/Finance,Sha Tin,0,29,39800,3,2,1,2,3,1,0,0,2,7,Scenario_4.1
1921,616305,22.415024,114.0232276,622264,22.2717743,114.2410892,27.491177573142487,29491,36,63,"[616305, 622264]",[27.49],1832.7451715428324,205.78,0.05,SAV,0.4463,0.1924,0.3177,0.0436,20,7,3,Female,35-44,$31100??48500,Some college/Associate,1,No,Medium,Never,Yes,No,No,Engineering/Architecture,Kowloon,0,39,39800,2,1,0,2,0,1,0,0,1,2,Scenario_4.3
1922,609072,22.3197185,114.1890018,619945,22.3406928,114.1612208,3.6884088420350323,22255,54,54,"[609072, 619945]",[3.69],245.89392280233548,27.99,0.05,SAV,0.1726,0.1414,0.4382,0.2478,50,35,3,Male,45-54,$10400??14300,High school or below,2,Yes,High,Never,No,No,Yes,Business/Finance,Hong Kong Island,1,49,12350,1,2,1,3,0,0,0,1,2,1,Scenario_4.2
1923,616905,22.3170484,114.2158008,615950,22.3726899,114.1178236,13.275775185698787,29426,54,45,"[616905, 615950]",[13.28],885.0516790465858,123.86,0.05,SAV,0.7371,0.1407,0.095,0.0272,20,7,3,Female,25-34,$48500 or more,Bachelor's degree,1,Yes,High,Sometimes,Yes,Yes,Yes,Social Sciences,Hong Kong Island,0,29,60000,3,1,1,3,2,1,1,1,3,1,Scenario_4.3
1924,615103,22.3684644,114.1189171,623093,22.4174962,114.0252444,6.024875318405959,33833,45,36,"[615103, 623093]",[6.02],401.65835456039724,60.48,0.05,SAV,0.1821,0.4892,0.2412,0.0875,20,7,3,Male,45-54,$48500 or more,Bachelor's degree,3,Yes,Low,Never,Yes,No,No,Engineering/Architecture,Kowloon,1,49,60000,3,3,1,1,0,1,0,0,1,2,Scenario_4.3
1925,614263,22.2867254,114.1577794,619764,22.3145145,114.2204955,7.153877459656619,35956,53,64,"[614263, 619764]",[7.15],476.92516397710796,63.25,0.05,SAV,0.4974,0.1734,0.1519,0.1772,240,40,10,Female,18-24,$48500 or more,Some college/Associate,3,Yes,Medium,Rarely,No,Yes,No,Business/Finance,Kowloon,0,21,60000,2,3,1,2,1,0,1,0,2,2,Scenario_4.1
1926,611034,22.4229963,114.0723515,616269,22.2829898,114.2231986,21.977659190882214,25127,36,63,"[611034, 616269]",[21.98],1465.1772793921477,165.73,0.05,SAV,0.3598,0.2502,0.1858,0.2042,40,16,5,Female,25-34,$31100??48500,High school or below,3,Yes,Medium,Rarely,Yes,No,Yes,Social Sciences,Tsuen Wan,0,29,39800,1,3,1,2,1,1,0,1,3,9,Scenario_4.4
1927,617429,22.3740294,114.1784676,615350,22.314771,114.2197035,7.836044539615869,31783,55,54,"[617429, 615350]",[7.84],522.4029693077246,60.68,0.05,SAV,0.3668,0.1155,0.2635,0.2542,50,35,3,Male,18-24,$19800??31100,High school or below,2,Yes,Medium,Never,No,Yes,Yes,Engineering/Architecture,Kowloon,1,21,25450,1,2,1,2,0,0,1,1,1,2,Scenario_4.2
1928,611336,22.2883823,114.1478786,622824,22.3691562,113.9953836,35.19501363051765,31974,43,25,"[611336, 622824]",[35.20],2346.3342420345098,251.88,0.05,SAV,0.3861,0.1272,0.379,0.1077,50,35,3,Female,18-24,$14300??19800,Graduate degree,3,No,Medium,Never,Yes,No,No,Engineering/Architecture,Tuen Mun,0,21,17050,4,3,0,2,0,1,0,0,1,8,Scenario_4.2
1929,615573,22.2763104,114.1809277,618939,22.3711152,114.118213,12.358964218872769,30495,53,45,"[615573, 618939]",[12.36],823.9309479248512,95.04,0.05,SAV,0.4173,0.1091,0.3265,0.1471,240,40,10,Female,18-24,$14300??19800,Graduate degree,2,Yes,Medium,Sometimes,Yes,No,No,Science/Technology,New Territories West,0,21,17050,4,2,1,2,2,1,0,0,4,4,Scenario_4.1
1930,617092,22.3465146,114.1104831,616523,22.5578953,114.1643379,24.14725269122475,31667,44,59,"[617092, 616523]",[24.15],1609.8168460816498,181.68,0.05,SAV,0.4397,0.1065,0.3219,0.1319,240,40,10,Male,18-24,$14300??19800,Some college/Associate,1,Yes,High,Sometimes,Yes,Yes,No,Arts/Humanities,New Territories West,1,21,17050,2,1,1,3,2,1,1,0,5,4,Scenario_4.1
1931,613367,22.3641672,114.0226515,626474,22.2821367,114.1918557,19.649931575752284,29105,35,53,"[613367, 626474]",[19.65],1309.9954383834856,148.14,0.05,SAV,0.3513,0.1279,0.2354,0.2854,40,16,5,Female,Under 18,$14300??19800,High school or below,4,Yes,Medium,Sometimes,Yes,No,Yes,Engineering/Architecture,Sha Tin,0,16,17050,1,4,1,2,2,1,0,1,1,7,Scenario_4.4
1932,615147,22.3694882,114.078108,621634,22.499959,114.1234058,8.221703963230036,35856,35,47,"[615147, 621634]",[8.22],548.1135975486691,72.22,0.05,SAV,0.1227,0.4555,0.2653,0.1565,20,7,3,Male,55-64,$48500 or more,Some college/Associate,4,Yes,Low,Rarely,No,No,No,Engineering/Architecture,New Territories West,1,59,60000,2,4,1,1,1,0,0,0,1,4,Scenario_4.3
1933,621804,22.4292818,114.0846772,618959,22.3814044,114.1805828,11.204706612158082,27223,46,55,"[621804, 618959]",[11.20],746.9804408105389,82.89,0.05,SAV,0.3225,0.1271,0.258,0.2924,50,35,3,Female,18-24,$19800??31100,Graduate degree,3,Yes,Low,Never,No,No,Yes,Business/Finance,Hong Kong Island,0,21,25450,4,3,1,1,0,0,0,1,2,1,Scenario_4.2
1934,617846,22.4705594,114.0015003,623975,22.3404971,114.1650451,22.176970603666565,35396,27,54,"[617846, 623975]",[22.18],1478.4647069111043,165.28,0.05,SAV,0.2195,0.1828,0.3769,0.2208,240,40,10,Male,55-64,$10400??14300,Bachelor's degree,1,Yes,High,Never,Yes,Yes,Yes,Science/Technology,Kowloon,1,59,12350,3,1,1,3,0,1,1,1,4,2,Scenario_4.1
1935,619638,22.4352793,114.0364531,617542,22.4565818,114.0071286,3.8331824660095766,29042,36,27,"[619638, 617542]",[3.83],255.54549773397179,30.93,0.05,SAV,0.2095,0.2247,0.2841,0.2818,40,16,5,Female,45-54,$10400??14300,High school or below,3,Yes,High,Never,Yes,No,Yes,Social Sciences,New Territories East,0,49,12350,1,3,1,3,0,1,0,1,3,3,Scenario_4.4
1936,617305,22.333332,114.2003706,624956,22.373532,114.1110707,10.213642757053117,26043,54,45,"[617305, 624956]",[10.21],680.9095171368746,80.23,0.05,SAV,0.4339,0.1496,0.3106,0.1059,50,35,3,Female,25-34,$19800??31100,Bachelor's degree,4,Yes,High,Very often,Yes,No,No,Social Sciences,Kowloon,0,29,25450,3,4,1,3,4,1,0,0,3,2,Scenario_4.2
1937,618288,22.4186456,114.0229366,625993,22.3190825,113.9394709,8.629043596095253,31991,36,14,"[618288, 625993]",[8.63],575.2695730730169,82.3,0.05,SAV,0.3025,0.4508,0.1551,0.0915,40,16,5,Female,55-64,$48500 or more,High school or below,1,Yes,Medium,Never,Yes,No,Yes,Arts/Humanities,New Territories East,0,59,60000,1,1,1,2,0,1,0,1,5,3,Scenario_4.4
1938,620033,22.2708074,113.8878623,619241,22.3669695,113.9466641,8.932988043803215,32830,13,25,"[620033, 619241]",[8.93],595.5325362535477,68.9,0.05,SAV,0.3748,0.1369,0.3452,0.1431,20,7,3,Male,35-44,$10400??14300,High school or below,1,Yes,Medium,Often,Yes,Yes,Yes,Science/Technology,New Territories East,1,39,12350,1,1,1,2,3,1,1,1,4,3,Scenario_4.3
1939,616280,22.4415667,114.0117561,625263,22.54911,114.1505516,18.609684868021855,24226,36,58,"[616280, 625263]",[18.61],1240.6456578681236,140.5,0.05,SAV,0.3731,0.1923,0.2983,0.1363,20,7,3,Female,45-54,$19800??31100,Some college/Associate,2,No,Medium,Rarely,Yes,Yes,Yes,Social Sciences,New Territories East,0,49,25450,2,2,0,2,1,1,1,1,3,3,Scenario_4.3
1940,614891,22.2896139,114.1992966,625149,22.3292001,114.108015,10.37079098895562,35164,53,44,"[614891, 625149]",[10.37],691.3860659303747,81.86,0.05,SAV,0.2279,0.1229,0.4884,0.1608,240,40,10,Male,35-44,$10400??14300,Some college/Associate,1,Yes,Low,Often,Yes,No,No,Science/Technology,Sai Kung,1,39,12350,2,1,1,1,3,1,0,0,4,6,Scenario_4.1
1941,621436,22.3159592,114.2364433,623482,22.2567795,114.1341731,6.412057846863138,27302,64,43,"[621436, 623482]",[6.41],427.47052312420914,51.32,0.05,SAV,0.2728,0.1817,0.3402,0.2053,20,7,3,Male,18-24,$19800??31100,Bachelor's degree,4,Yes,High,Sometimes,Yes,No,Yes,Social Sciences,Hong Kong Island,1,21,25450,3,4,1,3,2,1,0,1,3,1,Scenario_4.3
1942,621327,22.49049,114.1342703,627251,22.4256633,113.9900182,16.483336002555383,24194,47,26,"[621327, 627251]",[16.48],1098.8890668370257,101.82,0.05,SAV,0.2107,0.1525,0.4423,0.1945,20,7,3,Female,45-54,Less than $10400,High school or below,2,No,High,Never,Yes,No,Yes,Science/Technology,Hong Kong Island,0,49,5200,1,2,0,3,0,1,0,1,4,1,Scenario_4.3
1943,616244,22.278887,114.184956,623164,22.3174159,114.1582093,3.928238497882695,35135,53,54,"[616244, 623164]",[3.93],261.88256652551297,39.11,0.05,SAV,0.4098,0.3262,0.2132,0.0508,20,7,3,Male,55-64,$48500 or more,Bachelor's degree,2,Yes,Medium,Often,Yes,Yes,Yes,Engineering/Architecture,Kowloon,1,59,60000,3,2,1,2,3,1,1,1,1,2,Scenario_4.3
1944,619010,22.4047494,113.9854197,621866,22.3175995,114.1611738,25.667167554667202,35079,26,54,"[619010, 621866]",[25.67],1711.144504,155.05,0.05,SAV,0.4681,0.0497,0.3237,0.1584,240,40,10,Female,18-24,Less than $10400,Graduate degree,3,No,High,Very often,Yes,Yes,Yes,Science/Technology,Kowloon,0,21,5200,4,3,0,3,4,1,1,1,4,2,Scenario_4.1
1945,623353,22.4293389,114.242624,625793,22.2483887,114.1689746,16.27733527161644,26798,66,52,"[623353, 625793]",[16.28],1085.1556847744293,119.31,0.05,SAV,0.4092,0.1046,0.3273,0.1589,40,16,5,Male,18-24,$19800??31100,Some college/Associate,3,No,High,Rarely,No,Yes,Yes,Engineering/Architecture,Kowloon,1,21,25450,2,3,0,3,1,0,1,1,1,2,Scenario_4.4
1946,615874,22.3187381,114.2395056,622967,22.4621685,114.0086081,32.626851963025636,29504,64,27,"[615874, 622967]",[32.63],2175.1234642017093,236.79,0.05,SAV,0.161,0.0873,0.5077,0.244,240,40,10,Male,35-44,$10400??14300,High school or below,2,No,Low,Often,Yes,No,Yes,Social Sciences,Sha Tin,1,39,12350,1,2,0,1,3,1,0,1,3,7,Scenario_4.1
1947,618687,22.4682712,114.0434484,627803,22.2885718,114.1374889,32.242358573981605,33019,37,43,"[618687, 627803]",[32.24],2149.490571598774,223.36,0.05,SAV,0.5004,0.0902,0.2606,0.1488,50,35,3,Female,35-44,$14300??19800,Bachelor's degree,3,Yes,High,Often,No,Yes,Yes,Engineering/Architecture,New Territories East,0,39,17050,3,3,1,3,3,0,1,1,1,3,Scenario_4.2
1948,622175,22.2472235,114.1560731,624784,22.2810419,114.168118,3.9594418744598716,34157,52,53,"[622175, 624784]",[3.96],263.9627916306581,33.31,0.05,SAV,0.6101,0.1388,0.1513,0.0997,40,16,5,Female,18-24,$19800??31100,Graduate degree,2,Yes,High,Never,Yes,Yes,Yes,Social Sciences,New Territories West,0,21,25450,4,2,1,3,0,1,1,1,3,4,Scenario_4.4
1949,620853,22.3119957,114.1764941,624263,22.2497492,113.8924487,30.034604820267965,34659,54,12,"[620853, 624263]",[30.03],2002.3069880178643,210.99,0.05,SAV,0.1495,0.0758,0.3251,0.4495,240,40,10,Female,25-34,$14300??19800,Bachelor's degree,5+,No,High,Sometimes,No,No,Yes,Science/Technology,Kowloon,0,29,17050,3,5,0,3,2,0,0,1,4,2,Scenario_4.1
1950,617726,22.3838502,113.9789966,630678,22.329258,114.1131173,15.069311986143356,24762,25,44,"[617726, 630678]",[15.07],1004.6207990762238,116.39,0.05,SAV,0.6523,0.1038,0.1619,0.082,50,35,3,Female,18-24,$19800??31100,Graduate degree,1,Yes,Medium,Never,Yes,Yes,Yes,Business/Finance,New Territories West,0,21,25450,4,1,1,2,0,1,1,1,2,4,Scenario_4.2
1951,624713,22.3102648,113.9385487,622682,22.4390144,114.05681,26.247204112609463,34974,14,36,"[624713, 622682]",[26.25],1749.8136075072975,188.19,0.05,SAV,0.4428,0.125,0.254,0.1782,240,40,10,Female,25-34,$31100??48500,Bachelor's degree,2,Yes,High,Never,No,No,Yes,Engineering/Architecture,Kowloon,0,29,39800,3,2,1,3,0,0,0,1,1,2,Scenario_4.1
1952,620858,22.4693471,114.1556995,631191,22.234053,113.9616602,22.637421691398348,29397,57,22,"[620858, 631191]",[22.64],1509.161446093223,170.58,0.05,SAV,0.391,0.1612,0.2891,0.1587,50,35,3,Male,25-34,$14300??19800,Graduate degree,1,Yes,Medium,Never,Yes,Yes,Yes,Arts/Humanities,Kowloon,1,29,17050,4,1,1,2,0,1,1,1,5,2,Scenario_4.2
1953,621172,22.3414264,114.2591382,627000,22.4402294,114.0744328,21.81211590527148,25672,64,36,"[621172, 627000]",[21.81],1454.1410603514319,163.56,0.05,SAV,0.2054,0.2482,0.3797,0.1666,50,35,3,Male,55-64,$14300??19800,High school or below,3,Yes,High,Sometimes,Yes,Yes,No,Social Sciences,Kowloon,1,59,17050,1,3,1,3,2,1,1,0,3,2,Scenario_4.2
